1010;Wien
1020;Wien
1030;Wien
1040;Wien
1050;Wien
1060;Wien
1070;Wien
1080;Wien
1090;Wien
1100;Wien
1110;Wien
1120;Wien
1130;Wien
1140;Wien
1150;Wien
1160;Wien
1170;Wien
1180;Wien
1190;Wien
1200;Wien
1210;Wien
1220;Wien
1230;Wien
1300;Wien-Flughafen
2000;Stockerau
2002;Großmugl
2003;Leitzersdorf
2004;Niederhollabrunn
2011;Sierndorf, Bez. Korneuburg
2013;Göllersdorf
2014;Breitenwaida
2020;Hollabrunn
2022;Immendorf, Niederösterreich
2023;Nappersdorf
2024;Mailberg
2031;Eggendorf im Thale
2032;Enzersdorf im Thale
2033;Kammersdorf
2034;Großharras
2041;Wullersdorf
2042;Guntersdorf
2051;Zellerndorf
2052;Pernersdorf-Pfaffendorf
2053;Jetzelsdorf
2054;Haugsdorf
2061;Hadres
2062;Seefeld-Großkadolz
2063;Zwingendorf
2064;Wulzeshofen
2070;Retz, Niederösterreich
2073;Schrattenthal
2074;Unterretzbach
2081;Niederfladnitz
2082;Hardegg
2083;Pleißing
2084;Weitersfeld, Niederösterreich
2091;Langau bei Geras
2092;Riegersburg, Niederösterreich
2093;Geras
2094;Zissersdorf bei Geras
2095;Drosendorf an der Thaya
2100;Korneuburg
2102;Bisamberg
2103;Langenzersdorf
2104;Spillern
2105;Oberrohrbach
2111;Rückersdorf-Harmannsdorf
2112;Würnitz
2113;Karnabrunn
2114;Großrußbach
2115;Ernstbrunn
2116;Niederleis
2120;Wolkersdorf im Weinviertel
2122;Ulrichskirchen
2123;Schleinbach
2124;Niederkreuzstetten
2125;Neubau, Niederösterreich
2126;Ladendorf
2130;Mistelbach an der Zaya
2132;Frättingsdorf
2133;Loosdorf, Bez. Mistelbach
2134;Staatz-Kautendorf
2135;Neudorf bei Staatz
2136;Laa an der Thaya
2141;Ameis
2143;Großkrut
2144;Altlichtenwarth
2145;Hausbrunn
2151;Asparn an der Zaya
2152;Gnadendorf
2153;Stronsdorf
2154;Unterstinkenbrunn
2161;Poysbrunn
2162;Falkenstein bei Poysdorf
2163;Ottenthal, Bez. Mistelbach
2164;Wildendürnbach
2165;Drasenhofen
2170;Poysdorf
2171;Herrnbaumgarten
2172;Schrattenberg bei Poysdorf
2181;Dobermannsdorf
2182;Palterndorf
2183;Neusiedl an der Zaya
2184;Hauskirchen
2185;Prinzendorf an der Zaya
2191;Gaweinstal
2192;Kettlasbrunn
2193;Wilfersdorf, Bez. Mistelbach
2201;Gerasdorf bei Wien
2202;Enzersfeld bei Wien
2203;Großebersdorf, Niederösterreich
2211;Pillichsdorf
2212;Großengersdorf
2213;Bockfließ
2214;Auersthal
2215;Raggendorf
2221;Groß Schweinbarth
2222;Bad Pirawarth
2223;Hohenruppersdorf
2224;Obersulz
2225;Zistersdorf
2230;Gänserndorf
2231;Strasshof an der Nordbahn
2232;Deutsch Wagram
2241;Schönkirchen, Niederösterreich
2242;Prottes
2243;Matzen
2244;Spannberg
2245;Velm-Götzendorf
2251;Ebenthal, Niederösterreich
2252;Ollersdorf, Bez. Gänserndorf
2253;Weikendorf
2261;Angern, March
2262;Stillfried
2263;Dürnkrut
2264;Jedenspeigen
2265;Drösing
2272;Niederabsdorf
2273;Hohenau an der March
2274;Rabensburg
2275;Bernhardsthal
2276;Reintal bei Bernhardsthal
2281;Raasdorf bei Wien
2282;Markgrafneusiedl
2283;Obersiebenbrunn
2284;Untersiebenbrunn
2285;Leopoldsdorf im Marchfelde
2286;Haringsee
2291;Lassee, Niederösterreich
2292;Engelhartstetten
2293;Marchegg Stadt
2294;Marchegg Bahnhof
2295;Oberweiden
2301;Groß-Enzersdorf
2304;Orth an der Donau
2305;Eckartsau
2320;Schwechat
2322;Zwölfaxing
2325;Himberg bei Wien
2326;Maria Lanzendorf
2331;Vösendorf
2332;Hennersdorf bei Wien
2333;Leopoldsdorf bei Wien
2334;Vösendorf-Süd
2340;Mödling
2344;Maria Enzersdorf
2345;Brunn am Gebirge
2351;Wiener Neudorf
2352;Gumpoldskirchen
2353;Guntramsdorf
2361;Laxenburg
2362;Biedermannsdorf
2371;Hinterbrühl
2372;Gießhübl bei Wien
2380;Perchtoldsdorf
2381;Laab im Walde
2384;Breitenfurt bei Wien
2391;Kaltenleutgeben
2392;Sulz im Wienerwald
2393;Sittendorf bei Wien
2401;Fischamend
2402;Maria Ellend, Donau
2403;Regelsbrunn
2404;Petronell
2405;Bad Deutsch Altenburg
2410;Hainburg an der Donau
2412;Wolfsthal
2413;Berg bei Wolfsthal
2421;Kittsee
2422;Pama
2423;Deutsch Jahrndorf
2424;Zurndorf
2425;Nickelsdorf, Leitha
2431;Kleinneusiedl
2432;Schwadorf bei Wien
2433;Margarethen am Moos
2434;Götzendorf an der Leitha
2435;Ebergassing
2440;Gramatneusiedl
2441;Mitterndorf an der Fischa
2442;Unterwaltersdorf
2443;Deutsch Brodersdorf
2444;Seibersdorf, Leitha
2451;Hof am Leithagebirge
2452;Mannersdorf am Leithagebirge
2453;Sommerein
2454;Trautmannsdorf an der Leitha
2460;Bruck an der Leitha
2462;Wilfleinsdorf
2463;Stixneusiedl
2464;Göttlesbrunn
2465;Höflein bei Bruck an der Leitha
2471;Rohrau
2472;Prellenkirchen
2473;Potzneusiedl
2474;Gattendorf
2475;Neudorf
2481;Achau
2482;Münchendorf
2483;Ebreichsdorf
2485;Wampersdorf
2486;Pottendorf
2490;Ebenfurth
2491;Neufeld an der Leitha
2492;Eggendorf, Bez. Wr. Neustadt
2493;Lichtenwörth-Nadelburg
2500;Baden bei Wien
2511;Pfaffstätten, Bez. Baden
2512;Tribuswinkel
2514;Traiskirchen
2521;Trumau, Aspangbahn
2522;Oberwaltersdorf
2523;Tattendorf, Niederösterreich
2524;Teesdorf
2525;Günselsdorf
2531;Gaaden bei Mödling
2532;Heiligenkreuz im Wienerwald
2533;Klausen-Leopoldsdorf
2534;Alland
2540;Bad Vöslau
2542;Kottingbrunn
2544;Leobersdorf
2551;Enzesfeld-Lindabrunn
2552;Hirtenberg
2560;Berndorf, Niederösterreich
2563;Pottenstein, Triesting
2564;Weissenbach an der Triesting
2565;Neuhaus, Triestingtal
2571;Altenmarkt-Thenneberg
2572;Kaumberg
2601;Sollenau
2602;Blumau-Neurißhof
2603;Felixdorf
2604;Theresienfeld
2620;Neunkirchen, Niederösterreich
2624;Breitenau am Steinfelde
2625;Schwarzau am Steinfeld
2630;Ternitz
2631;Sieding-Stixenstein
2632;Wimpassing im Schwarzatale
2640;Gloggnitz
2641;Schottwien
2642;Maria Schutz
2650;Payerbach
2651;Reichenau an der Rax
2654;Prein an der Rax
2661;Naßwald
2662;Schwarzau im Gebirge
2663;Rohr im Gebirge
2671;Küb
2673;Breitenstein am Semmering
2680;Semmering
2700;Wiener Neustadt
2721;Bad Fischau
2722;Winzendorf, Niederösterreich
2723;Muthmannsdorf
2724;Hohe Wand-Stollhof
2731;St. Egyden am Steinfeld
2732;Willendorf am Steinfelde
2733;Grünbach am Schneeberg
2734;Puchberg am Schneeberg
2751;Steinabrückl
2752;Wöllersdorf
2753;Markt Piesting
2754;Waldegg an der Piesting
2755;Oed, Bez. Wr. Neustadt
2761;Miesenbach, Niederösterreich
2763;Pernitz, Niederösterreich
2770;Gutenstein, Niederösterreich
2801;Katzelsdorf, Leitha
2802;Hochwolkersdorf
2803;Schwarzenbach, Bez. Wr. Neustadt
2811;Wiesmath
2812;Hollenthon
2813;Lichtenegg, Niederösterreich
2821;Lanzenkirchen
2822;Erlach an der Pitten
2823;Pitten
2824;Seebenstein
2831;Warth, Niederösterreich
2832;Thernberg, Niederösterreich
2833;Bromberg, Niederösterreich
2840;Grimmenstein
2842;Edlitz, Aspangbahn
2851;Krumbach, Niederösterreich
2852;Hochneukirchen
2853;Bad Schönau
2860;Kirchschlag in der Buckligen Welt
2870;Aspang
2871;Zöbern
2872;Mönichkirchen
2873;Feistritz am Wechsel
2880;Kirchberg am Wechsel
2881;Trattenbach, Niederösterreich
3001;Mauerbach
3002;Purkersdorf
3003;Gablitz
3004;Ried am Riederberg
3011;Untertullnerbach
3012;Wolfsgraben
3013;Tullnerbach-Lawies
3021;Pressbaum
3031;Rekawinkel
3032;Eichgraben, Niederösterreich
3033;Altlengbach
3034;Maria Anzbach
3040;Neulengbach
3041;Asperhofen
3042;Würmla
3051;St. Christophen
3052;Innermanzing
3053;Laaben bei Neulengbach
3061;Ollersbach
3062;Kirchstetten, Bez. St. Pölten
3071;Böheimkirchen
3072;Kasten bei Böheimkirchen
3073;Stössing
3074;Michelbach, Niederösterreich
3100;St. Pölten
3104;St. Pölten-Harland
3105;St. Pölten-Radlberg
3107;St. Pölten-Traisenpark
3110;Neidling
3121;Karlstetten
3122;Gansbach
3123;Obritzberg
3124;Oberwölbling
3125;Statzendorf
3130;Herzogenburg
3131;Getzersdorf bei Traismauer
3133;Traismauer
3134;Nußdorf ob der Traisen
3140;Pottenbrunn
3141;Kapelln an der Perschling
3142;Perschling
3143;Pyhra, Bez. St. Pölten
3144;Wald, Niederösterreich
3150;Wilhelmsburg an der Traisen
3151;St. Georgen am Steinfeld
3151;St. Georgen am Steinfelde
3153;Eschenau an der Traisen
3160;Traisen
3161;St. Veit an der Gölsen
3162;Rainfeld, Gölsen
3163;Rohrbach an der Gölsen
3170;Hainfeld, Niederösterreich
3171;Kleinzell-Salzerbad
3172;Ramsau bei Hainfeld
3180;Lilienfeld
3183;Freiland
3184;Türnitz, Niederösterreich
3192;Hohenberg, Niederösterreich
3193;St. Aegyd am Neuwalde, Markt
3195;Kernhof
3200;Ober-Grafendorf
3202;Hofstetten, Pielach
3203;Rabenstein an der Pielach
3204;Kirchberg an der Pielach
3211;Loich
3212;Schwarzenbach an der Pielach
3213;Frankenfels
3214;Puchenstuben
3221;Gösing an der Mariazellerbahn
3222;Annaberg, Niederösterreich
3223;Wienerbruck
3224;Mitterbach am Erlaufsee
3231;St. Margarethen an der Sierning
3232;Bischofstetten
3233;Kilb
3240;Mank
3241;Kirnberg an der Mank
3242;Texing
3243;St. Leonhard am Forst
3244;Ruprechtshofen, Niederösterreich
3250;Wieselburg an der Erlauf
3251;Purgstall an der Erlauf
3252;Petzenkirchen
3253;Erlauf
3261;Steinakirchen am Forst
3262;Wang, Niederösterreich
3263;Randegg, Niederösterreich
3264;Gresten
3270;Scheibbs
3281;Oberndorf an der Melk
3282;St. Georgen an der Leys
3283;St. Anton an der Jeßnitz
3291;Kienberg bei Gaming
3292;Gaming
3293;Lunz am See
3294;Langau bei Gaming
3295;Lackenhof
3300;Amstetten, Niederösterreich
3304;St. Georgen am Ybbsfelde
3311;Zeillern
3312;Oed bei Amstetten
3313;Wallsee
3314;Strengberg
3321;Ardagger
3322;Viehdorf
3323;Neustadtl, Donau
3324;Euratsfeld
3325;Ferschnitz
3331;Kematen an der Ybbs
3332;Rosenau, Sonntagberg
3333;Böhlerwerk
3334;Gaflenz
3335;Weyer, Oberösterreich
3340;Waidhofen an der Ybbs
3341;Ybbsitz
3342;Opponitz
3343;Hollenstein an der Ybbs
3344;St. Georgen am Reith
3345;Göstling an der Ybbs
3350;Haag, Niederösterreich
3351;Weistrach
3352;St. Peter in der Au
3353;Seitenstetten
3354;Wolfsbach, Bez. Amstetten
3355;Ertl
3361;Aschbach Markt
3362;Mauer-Öhling
3363;Ulmerfeld-Hausmening
3364;Neuhofen an der Ybbs
3365;Allhartsberg
3370;Ybbs an der Donau
3371;Neumarkt an der Ybbs
3372;Blindenmarkt
3373;Kemmelbach
3374;Säusenstein
3375;Krummnußbaum
3380;Pöchlarn
3381;Golling an der Erlauf
3382;Loosdorf, Bez. Melk
3383;Hürm
3384;Groß Sierning
3385;Prinzersdorf
3386;Hafnerbach
3390;Melk
3392;Schönbühel an der Donau
3393;Matzleinsdorf bei Melk
3400;Klosterneuburg
3413;Hintersdorf
3420;Kritzendorf
3421;Höflein an der Donau
3422;Greifenstein, Niederösterreich
3423;St. Andrä-Wördern
3424;Zeiselmauer
3425;Langenlebarn
3430;Tulln an der Donau
3433;Königstetten
3434;Tulbing
3435;Zwentendorf an der Donau
3441;Judenau
3442;Langenrohr
3443;Sieghartskirchen
3451;Michelhausen
3452;Atzenbrugg
3454;Sitzenberg-Reidling
3462;Absdorf
3463;Stetteldorf am Wagram
3464;Hausleiten
3465;Königsbrunn am Wagram
3470;Kirchberg am Wagram
3471;Großriedenthal
3472;Hohenwarth, Manhartsberg
3473;Mühlbach am Manhartsberg
3474;Altenwörth
3481;Fels am Wagram
3482;Gösing, Wagram
3483;Feuersbrunn
3484;Grafenwörth
3485;Haitzendorf
3491;Straß, Straßertal
3492;Etsdorf am Kamp
3493;Hadersdorf am Kamp
3494;Gedersdorf
3495;Rohrendorf bei Krems
3500;Krems an der Donau
3506;Krems-Hollenburg
3508;Paudorf
3511;Furth bei Göttweig
3512;Mautern, Niederösterreich
3521;Obermeisling
3522;Lichtenau, Niederösterreich
3524;Grainbrunn
3525;Sallingberg
3531;Niedernondorf
3532;Rastenfeld, Niederösterreich
3533;Friedersbach
3541;Senftenberg, Niederösterreich
3542;Gföhl
3543;Krumau am Kamp
3544;Idolsberg
3550;Langenlois
3552;Lengenfeld bei Krems
3553;Schiltern bei Langenlois
3561;Zöbing, Kamp
3562;Schönberg, Kamp
3564;Plank am Kamp
3571;Gars am Kamp
3572;St. Leonhard am Hornerwald
3573;Rosenburg
3580;Horn, Niederösterreich
3591;Altenburg, Bez. Horn
3592;Röhrenbach, Bez. Horn
3593;Neupölla
3594;Franzen
3595;Brunn an der Wild
3601;Dürnstein, Niederösterreich
3602;Rossatz
3610;Weißenkirchen in der Wachau
3611;Großheinrichschlag
3613;Albrechtsberg an der Großen Krems
3620;Spitz, Donau
3621;Mitterarnsdorf
3622;Mühldorf, Niederösterreich
3623;Kottes
3631;Ottenschlag, Niederösterreich
3632;Traunstein, Niederösterreich
3633;Schönbach, Niederösterreich
3641;Aggsbach Markt
3642;Aggsbach Dorf
3643;Maria Laach am Jauerling
3644;Emmersdorf an der Donau
3650;Pöggstall
3652;Leiben
3653;Weiten, Niederösterreich
3654;Raxendorf
3660;Klein-Pöchlarn
3661;Artstetten
3662;Münichreith am Ostrong
3663;Laimbach am Ostrong
3664;Martinsberg, Niederösterreich
3665;Gutenbrunn, Bez. Zwettl
3671;Marbach an der Donau
3672;Maria Taferl
3680;Persenbeug
3683;Yspertal
3684;St. Oswald, Niederösterreich
3691;Nöchling
3701;Großweikersdorf
3702;Niederrußbach
3704;Glaubendorf
3710;Ziersdorf
3711;Großmeiseldorf
3712;Maissau
3713;Harmannsdorf, Manhartsberg
3714;Sitzendorf an der Schmida
3720;Ravelsbach
3721;Limberg, Niederösterreich
3722;Straning
3730;Eggenburg
3741;Pulkau
3742;Theras
3743;Röschitz
3744;Stockern
3751;Sigmundsherberg
3752;Walkenstein
3753;Hötzelsdorf
3754;Irnfritz
3761;Messern
3762;Ludweis
3763;Japons
3800;Göpfritz an der Wild
3804;Allentsteig
3811;Kirchberg an der Wild
3812;Groß Siegharts
3813;Dietmanns
3814;Aigen bei Raabs
3820;Raabs an der Thaya
3822;Karlstein an der Thaya
3823;Weikertschlag an der Thaya
3824;Großau bei Raabs
3830;Waidhofen an der Thaya
3834;Pfaffenschlag bei Waidhofen an der Thaya
3841;Windigsteig
3842;Thaya
3843;Dobersberg
3844;Waldkirchen an der Thaya
3851;Kautzen
3852;Gastern
3860;Heidenreichstein
3861;Eggern
3862;Eisgarn
3863;Reingers
3871;Nagelberg
3872;Langegg, Waldviertel
3873;Brand, Bez. Gmünd
3874;Litschau
3900;Schwarzenau, Waldviertel
3902;Vitis, Niederösterreich
3903;Echsenbach
3910;Zwettl, Niederösterreich
3911;Rappottenstein
3912;Grafenschlag, Bez. Zwettl
3913;Großgöttfritz
3914;Waldhausen, Niederösterreich
3920;Groß Gerungs
3921;Langschlag
3922;Großschönau, Niederösterreich
3923;Jagenbach
3924;Rosenau Schloß
3925;Arbesbach
3931;Schweiggers
3932;Kirchberg am Walde
3942;Hirschbach, Bez. Gmünd
3943;Schrems, Niederösterreich
3944;Pürbach
3945;Hoheneich, Niederösterreich
3950;Gmünd, Niederösterreich
3961;Waldenstein, Waldviertel
3962;Heinrichs bei Weitra
3970;Weitra
3971;St. Martin, Waldviertel
3972;Bad Großpertholz
3973;Karlstift
4020;Linz, Donau
4030;Linz, Donau
4040;Linz, Donau
4048;Puchenau
4050;Traun
4052;Ansfelden
4053;Haid bei Ansfelden
4055;Pucking
4060;Leonding
4061;Pasching
4062;Thening
4063;Hörsching
4064;Oftering
4070;Eferding
4072;Alkoven
4073;Wilhering
4074;Stroheim
4075;Breitenaich
4076;St. Marienkirchen an der Polsenz
4081;Hartkirchen, Oberösterreich
4082;Aschach an der Donau
4083;Haibach ob der Donau
4084;St. Agatha, Oberösterreich
4085;Wesenufer
4090;Engelhartszell
4091;Vichtenstein
4092;Esternberg
4100;Ottensheim
4101;Feldkirchen an der Donau
4111;Walding
4112;Rottenegg
4113;St. Martin im Mühlkreis
4114;Neuhaus, Donau
4115;Kleinzell im Mühlkreis
4120;Neufelden
4121;Altenfelden
4122;Arnreit
4131;Obermühl
4132;Lembach im Mühlkreis
4133;Niederkappel
4134;Putzleinsdorf
4141;Pfarrkirchen im Mühlkreis
4142;Hofkirchen im Mühlkreis
4143;Neustift, Mühlkreis
4144;Oberkappel
4150;Rohrbach in Oberösterreich
4152;Sarleinsbach
4153;Peilstein im Mühlviertel
4154;Kollerschlag
4160;Aigen im Mühlkreis
4161;Ulrichsberg, Oberösterreich
4162;Julbach, Oberösterreich
4163;Klaffer am Hochficht
4164;Schwarzenberg am Böhmerwald
4170;Haslach an der Mühl
4171;St. Peter am Wimberg
4172;St. Johann am Wimberg
4173;St. Veit im Mühlkreis
4174;Niederwaldkirchen
4175;Herzogsdorf
4180;Zwettl an der Rodl
4181;Oberneukirchen, Oberösterreich
4182;Waxenberg
4183;Traberg
4184;Helfenberg
4190;Bad Leonfelden
4191;Vorderweißenbach
4192;Schenkenfelden
4193;Reichenthal, Oberösterreich
4201;Gramastetten
4202;Hellmonsödt
4203;Altenberg bei Linz
4204;Reichenau im Mühlkreis
4209;Engerwitzdorf
4210;Gallneukirchen
4211;Alberndorf in der Riedmark
4212;Neumarkt im Mühlkreis
4221;Steyregg
4222;St. Georgen an der Gusen
4223;Katsdorf
4224;Wartberg ob der Aist
4230;Pregarten
4231;Untergaisbach
4232;Hagenberg im Mühlkreis
4240;Freistadt, Oberösterreich
4242;Hirschbach im Mühlkreis
4251;Sandl
4252;Liebenau, Oberösterreich
4261;Rainbach im Mühlkreis
4262;Leopoldschlag
4263;Windhaag bei Freistadt
4264;Grünbach bei Freistadt
4271;St. Oswald bei Freistadt
4272;Weitersfelden
4273;Unterweißenbach, Oberösterreich
4274;Schönau im Mühlkreis
4280;Königswiesen
4281;Mönchdorf
4282;Pierbach
4283;Bad Zell
4284;Tragwein
4291;Lasberg
4292;Kefermarkt
4293;Gutau
4294;St. Leonhard bei Freistadt
4300;St. Valentin, Niederösterreich
4303;St. Pantaleon, Niederösterreich
4310;Mauthausen
4311;Schwertberg
4312;Ried in der Riedmark
4320;Perg
4322;Windhaag bei Perg
4323;Münzbach
4324;Rechberg
4331;Naarn im Machland
4332;Au, Donau
4341;Arbing
4342;Baumgartenberg
4343;Mitterkirchen
4351;Saxen
4352;Klam bei Grein
4360;Grein
4362;Bad Kreuzen
4363;Pabneukirchen
4364;St. Thomas am Blasenstein
4371;Dimbach
4372;St. Georgen am Walde
4381;St. Nikola an der Donau
4382;Sarmingstein
4391;Waldhausen im Strudengau
4392;Dorfstetten
4400;Steyr
4407;Steyr-Gleink
4421;Aschach an der Steyr
4431;Haidershofen
4432;Ernsthofen, Niederösterreich
4441;Behamberg
4442;Kleinraming
4443;Maria Neustift
4451;Garsten
4452;Ternberg
4453;Trattenbach, Oberösterreich
4460;Losenstein
4461;Laussa
4462;Reichraming
4463;Großraming
4464;Kleinreifling
4470;Enns
4481;Asten, Oberösterreich
4482;Ennsdorf bei Enns
4483;Hargelsberg
4484;Kronstorf
4490;St. Florian
4491;Niederneukirchen
4492;Hofkirchen im Traunkreis
4493;Wolfern
4501;Neuhofen an der Krems
4502;St. Marien
4511;Allhaming
4521;Schiedlberg
4522;Sierning
4523;Neuzeug
4531;Kematen an der Krems
4532;Rohr im Kremstal
4533;Piberbach
4540;Bad Hall
4541;Adlwang
4542;Nußbach, Oberösterreich
4550;Kremsmünster
4551;Ried im Traunkreis
4552;Wartberg an der Krems
4553;Schlierbach, Oberösterreich
4560;Kirchdorf an der Krems
4562;Steinbach am Ziehberg
4563;Micheldorf in Oberösterreich
4564;Klaus an der Pyhrnbahn
4571;Steyrling
4572;St. Pankraz
4573;Hinterstoder
4574;Vorderstoder
4575;Roßleithen
4580;Windischgarsten
4581;Rosenau am Hengstpaß
4582;Spital am Pyhrn
4591;Molln
4592;Leonstein
4593;Obergrünburg
4594;Grünburg, Oberösterreich
4595;Waldneukirchen
4600;Wels
4611;Buchkirchen
4612;Scharten
4613;Mistelbach bei Wels
4614;Marchtrenk
4615;Holzhausen
4616;Weißkirchen an der Traun
4621;Sipbachzell
4622;Eggendorf im Traunkreis
4623;Gunskirchen
4624;Pennewang
4625;Offenhausen, Oberösterreich
4631;Krenglbach
4632;Pichl bei Wels
4633;Kematen am Innbach
4641;Steinhaus bei Wels
4642;Sattledt
4643;Pettenbach, Oberösterreich
4644;Scharnstein
4645;Grünau im Almtal
4650;Lambach
4651;Stadl-Paura
4652;Steinerkirchen an der Traun
4653;Eberstalzell
4654;Bad Wimsbach-Neydharting
4655;Vorchdorf
4656;Kirchham
4661;Roitham
4662;Steyrermühl
4663;Laakirchen
4664;Oberweis, Oberösterreich
4671;Neukirchen bei Lambach
4672;Bachmanning
4673;Gaspoltshofen
4674;Altenhof am Hausruck
4675;Weibern, Oberösterreich
4676;Aistersheim
4680;Haag am Hausruck
4681;Rottenbach bei Haag
4682;Geboltskirchen
4690;Schwanenstadt
4691;Breitenschützing
4692;Niederthalheim
4693;Desselbrunn
4694;Ohlsdorf
4701;Bad Schallerbach
4702;Wallern an der Trattnach
4707;Schlüßlberg
4710;Grieskirchen
4712;Michaelnbach
4713;Gallspach
4714;Meggenhofen
4715;Taufkirchen an der Trattnach
4716;Hofkirchen an der Trattnach
4720;Neumarkt im Hausruckkreis
4721;Altschwendt
4722;Peuerbach
4723;Natternbach
4724;Neukirchen am Walde
4725;St. Aegidi
4730;Waizenkirchen
4731;Prambachkirchen
4732;St. Thomas bei Waizenkirchen
4733;Heiligenberg
4741;Wendling bei Haag
4742;Pram, Oberösterreich
4743;Peterskirchen, Oberösterreich
4751;Dorf an der Pram
4752;Riedau
4753;Taiskirchen im Innkreis
4754;Andrichsfurt
4755;Zell an der Pram
4760;Raab, Oberösterreich
4761;Enzenkirchen
4762;St. Willibald
4770;Andorf, Oberösterreich
4771;Sigharting
4772;Lambrechten
4773;Eggerding
4774;St. Marienkirchen bei Schärding
4775;Taufkirchen an der Pram
4776;Diersbach
4777;Mayrhof
4780;Schärding
4782;St. Florian am Inn
4783;Wernstein am Inn
4784;Schardenberg
4785;Freinberg
4786;Brunnenthal
4791;Rainbach im Innkreis
4792;Münzkirchen
4793;St. Roman bei Schärding
4794;Kopfing im Innkreis
4800;Attnang-Puchheim
4801;Traunkirchen
4802;Ebensee
4810;Gmunden
4812;Pinsdorf
4813;Altmünster
4814;Neukirchen bei Altmünster
4816;Gschwandt bei Gmunden
4817;St. Konrad
4820;Bad Ischl
4821;Lauffen, Salzkammergut
4822;Bad Goisern
4823;Steeg, Hallstättersee
4824;Gosau
4825;Gosau-Hintertal
4830;Hallstatt
4831;Obertraun
4840;Vöcklabruck
4841;Ungenach
4842;Zell am Pettenfirst
4843;Ampflwang im Hausruckwald
4844;Regau
4845;Rutzenmoos
4850;Timelkam
4851;Gampern
4852;Weyregg am Attersee
4853;Steinbach am Attersee
4854;Weißenbach am Attersee
4860;Lenzing, Oberösterreich
4861;Schörfling am Attersee
4863;Seewalchen am Attersee
4864;Attersee
4865;Nußdorf am Attersee
4866;Unterach am Attersee
4870;Vöcklamarkt
4871;Zipf
4872;Neukirchen an der Vöckla
4873;Frankenburg am Hausruck
4880;St. Georgen im Attergau
4881;Straß im Attergau
4882;Oberwang
4890;Frankenmarkt
4891;Pöndorf
4892;Fornach
4893;Zell am Moos
4894;Oberhofen am Irrsee
4901;Ottnang am Hausruck
4902;Wolfsegg am Hausruck
4904;Atzbach, Oberösterreich
4905;Thomasroith
4906;Eberschwang
4910;Ried im Innkreis
4912;Neuhofen im Innkreis
4921;Hohenzell
4922;Geiersberg
4923;Lohnsburg am Kobernaußerwald
4924;Waldzell
4925;Pramet
4926;St. Marienkirchen am Hausruck
4931;Mettmach
4932;Kirchheim im Innkreis
4933;Wildenau, Oberösterreich
4941;Mehrnbach
4942;Gurten
4943;Geinberg
4950;Altheim, Oberösterreich
4951;Polling im Innkreis
4952;Weng im Innkreis
4961;Mühlheim am Inn
4962;Mining
4963;St. Peter am Hart
4970;Eitzing
4971;Aurolzmünster
4972;Utzenaich
4973;St. Martin im Innkreis
4974;Ort im Innkreis
4975;Suben
4980;Antiesenhofen
4981;Reichersberg
